Shape_Leng,Shape_Area,Island,WUI_Riskar,Wind_mph,NDVI_mean,mean_ann_rainfall_mm,avg_weeks_any_drought,avg_weeks_sev_drought,mean_slope_roughness,Avg_Fuel_Value,grass_mean,pct_dom_grass,Slope_mean_mm,total_pop,med_hh_income,pct_poverty,pct_unemployed,pct_less_hs,pct_bachelors_plus,pct_disability,pct_renter,pct_no_vehicle,pct_no_internet,pct_under5,pct_65plus,WUI_Area_m2,SUM_BurnArea_m2,COUNT_FIRE_UID,Freq_perYr,FRI_years
0.130783892,0.000653065,Kauai,Kekaha,4.408607511,0.385487065,505.2776286,10,0.646153846,0.209917,0.79284865,0.178941639,13.05971452,0.209916937,5622,82599,12.82604785,3.320101047,0.253036437,13.68927126,23.87166939,43.9079169,2.414373947,6.400898372,3.66417645,20.84667378,7468774.916,330892.9129,1,0.041666667,24
0.123977325,0.000748208,Kauai,Waimea,5.227377531,0.456582348,528.5084885,11.184,0.7,1.159194,0.771826551,0.28270503,13.40371081,1.159194387,5060.59812,84583.96889,10.73379589,4.168015072,1.510905731,12.82260059,22.18108362,47.13417563,1.586375125,7.247997692,3.612390969,19.9625029,8557307.894,694170.7901,2,0.083333333,12
0.060208153,0.000171244,Kauai,Pakala,7.759101101,0.452501085,521.3278809,1.91,0.12,0.376909,0.868728664,0.224200484,14.29347921,0.3769095,3985,88387,6.725219573,5.792546026,3.920876016,11.16213352,18.94206549,53.31541219,NA,8.870967742,3.513174404,18.2685069,1958921.178,NA,NA,NA,NA
0.117363156,0.00056463,Kauai,Hanapepe,8.492373375,0.497437875,631.2269218,15.295,0.806666667,1.300507,0.900403356,0.367200961,34.65820143,1.300506551,3994.643182,88506.27691,6.760051163,5.766121939,3.898324551,11.2384873,18.96715953,53.11485127,0.017770392,8.84076126,3.533980998,18.29686086,6459723.312,NA,NA,NA,NA
0.098842262,0.00044183,Kauai,Eleele,7.345464195,0.509088309,687.4444896,13.46,0.793333333,1.242053,0.821178433,0.383858905,36.05842765,1.242053258,5099.836868,102827.4022,10.82746114,2.722426633,1.262054406,20.32472219,21.96137568,29.51877565,2.079655828,5.239510324,5.990377992,21.57718575,5055127.064,NA,NA,NA,NA
0.061853309,0.000288868,Kauai,Numila,6.606278708,0.549732816,807.081142,10.92363636,0.694545455,0.327157,0.929560834,0.414742804,36.7721256,0.327156885,5516,107324,12.25525743,1.597325409,0.340492404,23.28444212,22.92612089,21.47335423,2.821316614,4.07523511,6.81653372,22.77012328,3305282.851,NA,NA,NA,NA
0.162158928,0.001537442,Kauai,Kalaheo,5.733757603,0.599423077,1393.564802,11.97245902,0.109508197,1.839931,0.896332145,0.452578421,39.52978056,1.839930537,4530.399138,112474.0386,10.70364592,3.893302455,1.267767437,24.41984105,23.51175347,25.71494206,1.678111098,3.449000748,6.603875815,20.69372245,17589079.44,NA,NA,NA,NA
0.148419415,0.000766571,Kauai,Lawai,3.93147508,0.607877221,1685.037767,11.4875,0.06125,2.097124,0.900340078,0.402007482,41.3944979,2.097123533,3407.644268,102574.1719,6.693313457,9.408176291,2.10173779,22.80002152,22.83940926,36.85659504,0.612597837,3.299024186,7.069188665,22.31547169,8769750.028,NA,NA,NA,NA
0.106786966,0.000547695,Kauai,Omao,4.376785554,0.600905715,1739.85343,11.38285714,0.154285714,1.181847,0.969261869,0.397090087,41.70364758,1.181847009,3406.321428,92476.41251,5.253836833,11.26945632,1.960485,20.93448711,21.98173825,40.90619848,0.762812716,3.659264293,7.522375233,24.86798385,6265743.263,NA,NA,NA,NA
0.126561402,0.000400597,Kauai,Poipu,8.192135562,0.419511569,870.6131388,7.967058824,0.44,0.48972,0.852901873,0.426588874,41.76375405,0.489720023,3220.231655,103363.9669,5.319873948,5.782668328,0.670889612,24.76020183,27.53187626,34.87710635,2.255024232,4.453022992,9.826759535,23.22927481,4584341.783,610248.8107,3,0.125,8
0.16842369,0.001101571,Kauai,Koloa,8.843338766,0.508462912,1183.554052,11.93395349,0.56,0.523727,0.913389601,0.416015089,42.23537604,0.523726984,3318.222051,96863.93731,5.015940187,8.189208651,1.094882476,22.87484253,25.24401308,37.92312034,1.763474841,4.255230575,9.072405406,24.47804263,12604435.08,NA,NA,NA,NA
0.058344052,0.00025142,Kauai,Kahili Wai,4.140512094,0.564786787,2456.586231,7.796,NA,1.478729,0.969798209,0.425093467,43.24820093,1.478728587,3329.210804,118712.5657,8.447534873,7.100751462,2.602877414,25.34183461,23.97587012,31.74844828,0.223917078,2.756287985,6.072581051,17.5115814,2875562.896,NA,NA,NA,NA
0.066506362,0.000196075,Kauai,Niumalu,4.18626345,0.455657229,1065.185833,9.07,0.32,1.640127,0.850472958,0.539648177,51.91515336,1.64012702,4233.216412,113655.206,6.057754555,1.964232484,1.392789596,25.4253329,21.95955018,26.12708249,2.571320716,4.183218875,7.698397897,27.7034488,2242693.174,NA,NA,NA,NA
0.106116622,0.000676508,Kauai,Puhi,4.657722849,0.528823339,1245.914245,8.862857143,0.32,1.129983,0.964737786,0.530432096,53.24363287,1.12998323,5928.405379,105441.2108,7.639816279,3.589776685,1.903039965,18.20262716,19.2998533,27.25409126,3.366321637,5.401142594,4.672136268,20.62270913,7737308.306,NA,NA,NA,NA
0.192331327,0.001172459,Kauai,Lihue,6.798117612,0.452835588,1009.999789,8.486808511,0.32,0.703496,0.936189243,0.538571245,54.88651285,0.703495554,6107.181395,82234.25278,6.577589992,1.773603554,0.863791065,26.12922442,23.83002297,37.48051376,0.886285579,5.860198247,7.020796525,21.52033405,13408706,489434.7709,1,0.041666667,24
0.155618526,0.00072571,Kauai,Hanamaulu,6.054527842,0.476633145,985.8078609,7.635862069,0.32,1.06409,0.914464193,0.56291589,55.25549378,1.064089933,7080.352605,93269.9112,8.352364594,4.108137828,1.927368204,15.8572022,18.91142873,31.0012453,3.150319769,6.326286179,3.402565579,16.29608821,8298053.08,293629.407,1,0.041666667,24
0.239637549,0.001925927,Kauai,Wailua Homestead,2.929053215,0.578607191,1667.999371,5.233157895,NA,2.136773,0.937797401,0.551921057,56.62954992,2.136772631,6042.290005,95139.34803,9.883098661,4.043624601,0.899926858,22.29654893,21.30023324,26.60638147,0.969859495,3.479666805,6.135839742,20.44453122,22011885.21,869626.0763,2,0.083333333,12
0.126458849,0.000727051,Kauai,Wailua House Lots,4.184490263,0.523302823,1187.556812,6.886451613,NA,1.557342,0.94146013,0.541800358,58.23477493,1.557342288,4878.923643,101028.8217,12.59405609,7.53915783,2.280108702,22.45461395,19.47895116,34.05524027,0.77008288,8.649841734,4.510700923,22.83335838,8309675.167,NA,NA,NA,NA
0.092673098,0.000372039,Kauai,Waipouli,7.666869639,0.403622684,1004.022118,7.331428571,NA,0.525523,0.924935737,0.622682991,58.50077989,0.525523093,4407.785477,95850.42202,11.65756799,6.766496537,1.90739211,23.72232807,19.67678768,32.27067934,0.618594582,7.171560193,4.209564224,23.12654802,4252027.359,NA,NA,NA,NA
0.083429818,0.000336513,Kauai,Kealia,7.427271893,0.42800073,955.9540915,7.387692308,NA,1.199373,0.907721858,0.579530812,62.1370759,1.199373357,4811.126454,94211.63307,8.242399325,2.824910273,0.241668354,13.65764453,23.66475461,25.15483816,0.926441475,8.559883752,6.91755295,21.17524684,3844976.736,NA,NA,NA,NA
0.22601273,0.002158273,Kauai,Kapaa,3.319976491,0.545285063,1447.323552,6.413023256,NA,1.909801,0.947360012,0.593085121,63.0142253,1.909801436,5153.671649,91310.34766,7.909107669,2.393568751,0.238608965,20.37486645,21.4636613,28.27237316,0.402488342,5.346894128,5.719488974,21.53128021,24661862.28,NA,NA,NA,NA
0.087240784,0.000450977,Kauai,Anahola,5.000423496,0.413193601,983.1399441,6.338823529,NA,0.859276,0.877323027,0.566525257,64.46611145,0.859276089,4833,94390,8.245286928,2.816901408,0.240384615,13.52163462,23.69128905,25.16175413,0.934579439,8.626887132,6.9522036,21.14628595,5151704.551,659654.1944,4,0.166666667,6
0.175807684,0.001092282,Kauai,Papaa,3.939506338,0.423237963,1028.812794,5.258095238,NA,1.090453,0.881563282,0.57178468,64.70226189,1.090452588,4833,94390,8.245286928,2.816901408,0.240384615,13.52163462,23.69128905,25.16175413,0.934579439,8.626887132,6.9522036,21.14628595,12474873.47,NA,NA,NA,NA
0.151040432,0.001016974,Kauai,Moloaa,5.159183269,0.5225736,1293.668434,4.092380952,NA,1.339155,0.930355597,0.641724291,68.22731676,1.339154778,4528.52701,87862.5393,11.77784955,2.395071769,2.461339938,17.23879359,21.47931947,21.39492811,0.551867389,2.954014975,5.355527509,21.19207118,11612748.91,NA,NA,NA,NA
0.252822585,0.001673792,Kauai,Kilauea,3.546862669,0.539131548,1702.964896,3.560625,NA,1.120324,0.914110254,0.643114833,68.83660131,1.120324458,4418,85493,13.06020824,2.241943017,3.2675709,18.58816276,20.67635043,20.02752925,0.412938747,0.894700619,4.775916704,21.20869172,19112081.3,NA,NA,NA,NA
0.238691416,0.001339841,Kauai,Kalihiwai,2.936101702,0.512133814,1845.495125,2.96962963,NA,2.144576,0.911417215,0.649247326,69.30499231,2.144575714,4418,85493,13.06020824,2.241943017,3.2675709,18.58816276,20.67635043,20.02752925,0.412938747,0.894700619,4.775916704,21.20869172,15298550.3,NA,NA,NA,NA
0.205490258,0.001109688,Kauai,Princeville,4.27980594,0.489326719,1915.692243,2.446222222,NA,1.726665,0.921098312,0.635389975,69.34046346,1.726665467,2972.901733,97450.73437,10.16320715,4.23537919,1.476319843,32.36881025,16.71363941,24.33012402,1.46561543,0.864131183,2.163815084,29.34734345,12669945.1,NA,NA,NA,NA
0.207824481,0.00070669,Kauai,Hanalei,2.743099338,0.535635901,2180.362037,2.475714286,NA,1.571286,0.856517366,0.698072228,71.03632779,1.57128594,2336.293222,118045.6059,11.85215598,3.132230488,1.54745603,29.7658869,24.05175377,33.14309226,1.082270752,2.02287676,2.895092822,22.0950784,8069303.964,NA,NA,NA,NA
0.103752507,0.000537415,Kauai,Lumahai,2.311175095,0.463235111,2289.425868,1.861818182,NA,3.465192,0.838477033,0.679844078,73.89280172,3.465192487,1438,132115,11.33518776,3.513513514,0.806451613,34.5766129,25.52155772,38.81278539,1.369863014,2.511415525,2.086230876,22.46175243,6136105.731,NA,NA,NA,NA
0.097718619,0.0002484,Kauai,Wainaha-Haena,3.548971021,0.26736653,2197.688108,1.633333333,NA,2.607483,0.708425785,0.697728507,74.90320118,2.607483082,1438,132115,11.33518776,3.513513514,0.806451613,34.5766129,25.52155772,38.81278539,1.369863014,2.511415525,2.086230876,22.46175243,2835953.179,NA,NA,NA,NA
0.037819036,8.10E-05,Oahu,Makua Keeau,8.464740429,0.248059672,488.0250631,NA,NA,2.499335,0.579319389,0.718346225,74.94273128,2.499334867,2430,64010,25.7307534,10.09409752,0.425758382,21.02182012,18.64125932,47.47116238,1.597160603,3.549245785,4.567901235,18.88888889,929477.1206,388138.5371,2,0.083333333,12
0.166695933,0.001110827,Oahu,Makaha,6.653921413,0.38228528,560.8312631,12.15130435,0.256521739,1.661751,0.762408314,0.675150554,75.13038943,1.66175068,2887.193855,66163.12467,26.07119644,10.58949377,0.724345248,17.57747953,22.23338027,49.74373005,1.556856432,6.446972379,6.30730858,17.74652951,12746732.66,9533764.043,9,0.375,2.666666667
0.158953979,0.001072153,Oahu,Waiane,9.543791894,0.3718327,487.2480946,12.98952381,0.197142857,1.443953,0.835011661,0.692260415,75.19367068,1.443952962,4907.926358,74148.09931,21.88141196,10.23418551,1.167894728,9.678246671,27.61012867,41.2213188,1.658643578,9.603998841,7.599362206,15.73980811,12304741.52,10702637.16,15,0.625,1.6
0.204895912,0.001433065,Oahu,Maili,9.057951458,0.355543507,465.1703339,12.53333333,0.192,1.005733,0.857419444,0.702354559,76.80449503,1.005733255,4906.524689,90520.00429,17.23016916,10.20108424,1.32782254,12.48556729,33.26087252,29.46069294,1.7644921,5.96803207,6.860984674,10.62717225,16449277.22,1881504.006,7,0.291666667,3.428571429
0.205018323,0.001513371,Oahu,Nanakuli,9.418099784,0.331485551,530.5321451,11.81870968,0.225806452,1.630287,0.819760977,0.701830121,76.9435914,1.630287379,3789.040779,102838.9468,14.01930881,9.403847833,1.315526143,8.422426923,29.54344059,22.42458444,3.079740176,3.659169737,6.645084408,13.8842515,17375189.3,10047730,7,0.291666667,3.428571429
0.114510535,0.000681965,Oahu,Honokai/Koolina,10.33366071,0.297243404,442.2355758,8.175384615,0.18,1.115355,0.874537946,0.742632323,78.11054298,1.115354761,940.4944836,106807.936,3.336525519,2.097330156,0.841327492,17.037777,18.32174264,24.44463202,0.44234897,1.66608606,11.30266879,21.21982371,7832643.921,2244672.949,5,0.208333333,4.8
0.148562817,0.001398818,Oahu,Makakilo,11.37069157,0.366601498,554.2850235,15.755,0.19,1.892149,0.929173719,0.731314537,78.61226564,1.89214924,5951.441324,118361.322,5.046816636,3.293644927,0.196733778,20.27791305,30.64097991,26.51075293,0.086747875,1.327378431,11.2843316,11.00685314,16064100.87,1093063.184,5,0.208333333,4.8
0.210737936,0.001554811,Oahu,Kapolei,8.59483851,0.338702101,425.6032742,16.02733333,0.213333333,0.493738,0.866547439,0.721532505,78.6677498,0.493737931,6842.943856,119050.4655,10.1438603,6.948737857,1.09189155,23.61473749,30.19830349,43.60589954,1.486392282,4.08835334,6.101407951,7.620214069,17859068.93,166665.7187,2,0.083333333,12
0.227797562,0.002131179,Oahu,Ewa,7.451379303,0.345793666,470.515879,14.15666667,0.091428571,0.367684,0.833864647,0.715986516,78.96292316,0.367684121,5689.271799,118500.0539,8.39082419,4.500750365,1.542008339,21.40591121,33.12959199,46.09104529,0.801752556,4.761168028,8.50520407,9.685183876,24478345.43,13768.21957,1,0.041666667,24
0.242256142,0.00230489,Oahu,Waikele,6.70981545,0.386781483,536.7483488,10.728,0.006736842,1.162758,0.854679219,0.733310465,79.30058404,1.16275819,4951.786957,123734.1656,6.445023332,2.784316971,1.772434137,23.14889542,23.89975903,32.20081612,1.808403473,4.559388385,5.26239111,14.52955512,26463422.06,2923862.851,3,0.125,8
0.294585001,0.004045724,Oahu,Mililani,4.949350404,0.503317005,997.0319871,7.637974684,NA,2.099052,0.745918902,0.736231655,80.04072003,2.099051702,2930.129851,137337.2375,3.586993545,3.068510139,0.599806486,28.94663665,25.38715753,22.7082019,1.028211937,3.025241997,5.544028879,15.09211628,46432488.73,1583113.214,4,0.166666667,6
0.229456905,0.002250327,Oahu,Wahiwa,4.874489159,0.523165023,1223.536521,5.926818182,NA,2.069475,0.681668869,0.718036099,80.43144908,2.069474887,3078.271761,93016.09594,9.501316837,5.280911606,3.330680543,16.6924314,27.05978193,47.46661435,2.201123605,7.75482725,7.676814645,17.61710107,25817671.19,795376.3067,5,0.208333333,4.8
0.353106755,0.004026522,Oahu,Pearl City/Halawa,4.894607333,0.475638239,1028.261202,6.590238095,NA,2.4409,0.644624268,0.705160848,80.95238095,2.440899776,3818.733319,130118.7974,5.869958186,3.716770789,1.216741096,26.35936647,17.9566218,23.82197445,2.482737195,7.210436077,4.065461655,24.24016469,46227829.73,72713.96359,1,0.041666667,24
0.584376269,0.006368017,Oahu,Honolulu,5.441861545,0.42542446,1234.705547,8.81976834,0.044169884,2.251538,0.731747446,0.803370629,81.06118693,2.251538159,3605.444815,110541.9324,9.055385127,6.279681816,1.799095327,25.46191298,23.81809101,49.28459526,2.810753533,6.478351742,5.900828047,19.31841305,73139861.37,106846.8102,2,0.083333333,12
0.368271724,0.003432302,Oahu,East Honolulu Diamond Head,6.72931608,0.350609289,1083.354958,9.583065693,1.032116788,1.732111,0.796541087,0.734420536,81.35867368,1.732111482,2629.008104,124509.1075,8.204484789,3.960582186,1.095898633,33.00893411,14.32585414,33.13855346,4.247920157,5.241739918,3.126760203,27.74233774,39434176.44,208354.4736,1,0.041666667,24
0.603908448,0.004169216,Oahu,East Honolulu Hawaii Kai,8.567894413,0.324833986,812.7239384,9.600240964,1.560963855,2.656613,0.778784402,0.775270307,81.68539837,2.656613297,3099.863909,160426.3337,4.35983542,4.758692482,0.388734346,37.26980581,18.91664436,15.49799377,2.118478099,2.804495963,3.800061005,27.0657209,47900122.75,1112456.353,4,0.166666667,6
0.254556678,0.001904637,Oahu,Waimanalo,4.479314581,0.364665704,1054.376011,9.0195,1.354,1.879599,0.827393132,0.774378327,81.90764572,1.879599318,4042.600056,121624.4931,9.676037663,4.755601836,1.268654548,18.86762057,24.00048377,29.78833854,1.577476428,4.549473895,5.022939857,17.75254245,21876070.11,41628.57385,1,0.041666667,24
0.320769122,0.003341784,Oahu,Kailua,5.515403404,0.366806011,1039.664173,7.37740458,0.626564885,1.736191,0.862637852,0.757501335,82.43190661,1.736190713,3491.77354,155386.7011,3.22959204,2.3504678,0.305971711,38.19116594,19.71036584,28.19088493,1.543168827,2.373757381,4.083152394,20.96706248,38370779.19,319723.9207,1,0.041666667,24
0.310038669,0.002485965,Oahu,Kaneohe,4.350317119,0.378338566,1502.112278,4.698333333,NA,1.995875,0.821168545,0.723191807,82.49926836,1.995875333,3517.156057,135627.8951,6.705216721,3.660464262,0.657931411,29.22688052,19.55551532,22.65462846,1.951209576,3.535467052,5.948039323,23.97712439,28539503.51,42181.37155,1,0.041666667,24
0.211551687,0.001740194,Oahu,Kahaluu,2.517044517,0.355136235,1823.333924,3.358309859,NA,2.953959,0.848321518,0.709753533,82.53943785,2.953959089,4606.783161,132574.9712,5.414921503,3.798634295,0.216647362,29.88620107,26.93298865,26.72600561,0.914743756,3.095232891,8.853299635,21.79856822,19972844.84,NA,NA,NA,NA
0.153572604,0.000689372,Oahu,Waiahole/Waikane,2.339806551,0.330515043,1693.766822,3.142222222,NA,2.496943,0.886055606,0.721062459,82.85201794,2.49694266,4910,125769,4.151253596,3.708729082,0.428790199,26.5237366,28.16584967,33.05084746,0.918079096,4.802259887,8.716904277,23.2790224,7909884.193,NA,NA,NA,NA
0.10177252,0.000384501,Oahu,Kaaawa,4.994038255,0.089668113,1347.724658,3.181333333,NA,3.330788,0.755698021,0.765516566,83.06094871,3.3307884,1479.438745,111519.4355,12.24319982,2.363246042,1.100541096,35.64818942,25.1094511,28.97754058,0.004643314,3.24532452,5.148100441,14.61313519,4410049.612,NA,NA,NA,NA
0.022589916,2.44E-05,Oahu,Kahana,2.332039234,0.275887942,1840.72699,3.24,NA,0.740238,0.918403026,0.692465076,83.35941167,0.74023807,1462,111447,12.28433402,2.35640648,1.103955842,35.69457222,25.09391435,28.95683453,NA,3.237410072,5.12995896,14.56908345,280209.6218,1413101.524,1,0.041666667,24
0.138879599,0.000638053,Oahu,Punaluu,3.409217011,0.206494313,1563.123872,3.378333333,NA,2.004013,0.854202488,0.797760617,84.00887448,2.004013092,1139.928792,93908.99095,11.0542738,3.135842866,0.885097771,22.18538305,23.21375212,48.30162321,3.296364739,3.560664466,5.384529241,19.08694423,7316406.917,NA,NA,NA,NA
0.081987097,0.000357568,Oahu,Hauula,3.009213672,0.313887946,1614.33698,3.648571429,NA,3.105501,0.742355603,0.72932263,84.14477899,3.105500762,4022.771989,115541.5916,9.201659027,4.340317228,3.135224591,23.34344871,28.25988893,51.15581163,2.590731027,4.42353945,5.208197642,11.94274166,4099368.766,NA,NA,NA,NA
0.167581969,0.000725432,Oahu,Laie,6.91931516,0.410981991,1167.038039,4.301428571,NA,1.344134,0.808397404,0.708849874,84.42089437,1.344133702,6605.511617,112350.629,10.35883535,7.456102048,0.455644209,24.62118727,27.07278753,54.34154366,0.012946326,3.028848224,7.68514893,7.350039804,8314701.471,NA,NA,NA,NA
0.097232356,0.000524279,Oahu,Kahuku,7.28988197,0.465346282,910.3272757,4.911578947,NA,1.249014,0.739853378,0.797999482,84.94340208,1.249013558,2811.882725,73626.12725,10.85731611,11.35464577,1.131386382,24.32386609,36.0794287,37.55439937,0.253124058,7.604730411,12.14157127,11.855244,6008003.49,NA,NA,NA,NA
0.056656145,0.0002333,Oahu,Kahuku/Marconi,7.969914047,0.391521927,791.7347571,5.2,NA,0.203031,0.778471763,0.761664688,84.96804668,0.203031337,2796,73464,10.85940309,11.37096774,1.134215501,24.3226213,36.11713666,37.4841169,0.254129606,7.623888183,12.1602289,11.87410587,2673062.163,NA,NA,NA,NA
0.122515225,0.000378675,Oahu,Kawela,7.944202075,0.351953291,856.2034158,3.88,NA,0.803432,0.761354839,0.765179017,85.16515356,0.803432001,2796.000646,73474.13869,10.86010422,11.36976372,1.134102516,24.32137001,36.11359419,37.48100305,0.256126816,7.622624557,12.15792817,11.87839873,4338857.957,1144835.343,1,0.041666667,24
0.108590943,0.000477705,Oahu,Sunset Beach,3.773436242,0.356059509,1064.766663,2.07,NA,2.352535,0.483080241,0.748766047,85.18846649,2.352534937,2797.998484,104820.2128,13.02778791,7.647269289,0.784783912,20.45272655,25.16124399,27.8538403,6.430957744,3.715835985,5.044711717,25.15075733,5474419.077,NA,NA,NA,NA
0.125844769,0.000823521,Oahu,Pupukea,2.220886521,0.556013237,1249.391061,3.847777778,NA,2.74018,0.509393528,0.781435632,85.38275835,2.740180194,2600.965156,97254.74329,13.30124487,6.396242031,0.703667402,21.41901117,19.2464505,53.81225906,1.692558185,1.094472011,7.079947659,22.25581947,9439185.104,NA,NA,NA,NA
0.156315145,0.000609518,Oahu,Waimea,4.065243615,0.42715767,898.4164941,3.850434783,NA,1.398634,0.677805355,0.735630873,85.58996827,1.398634252,4344.080883,83860.26059,8.385899106,8.378242377,0.550105229,18.66061527,35.57788831,83.5034028,0.467555323,1.577999216,14.03548835,9.585695796,6987542.199,694170.7901,2,0.083333333,12
0.167597307,0.000876875,Oahu,Haleiwa,4.870936179,0.45286566,704.2571315,6.431351351,NA,0.957567,0.786138825,0.701961178,85.88548602,0.957566815,3819.571433,86939.60885,8.200204247,5.909296601,1.141548131,18.27473024,27.1661528,64.02754938,0.563452573,3.302691616,10.52420759,15.03697461,10055357.58,775381.9651,4,0.166666667,6
0.060427624,0.000133415,Oahu,Haleiwa North,7.230187646,0.492444903,783.8100913,7.766666667,NA,1.77937,0.886585173,0.777078905,86.10997963,1.779370147,3358.88215,83864.85875,10.06165811,6.054369764,0.439152254,22.25648829,26.85008094,69.18847399,0.493026922,4.274691914,9.996514613,13.24597115,1530239.903,1599563.995,2,0.083333333,12
0.18650884,0.00102192,Oahu,Waialua,5.332471627,0.406970167,704.1747862,8.367619048,NA,0.760013,0.793754033,0.76383745,86.23557821,0.760013277,2144.092492,85346.29885,12.17783964,3.233534747,1.045554597,26.11666336,14.09560161,44.49449049,0.377680043,7.945306747,3.179533282,20.53212772,11719236.44,141522.0993,1,0.041666667,24
0.070942107,0.000214143,Oahu,Mokuleia,6.410001141,0.32664022,660.304784,9.725,NA,0.450045,0.838346418,0.769014788,86.44196655,0.450044906,1772,84464,12.86681716,2.41343127,0.278551532,27.8551532,12.66427718,46.43765903,0.508905852,8.269720102,3.55530474,19.41309255,2455649.082,NA,NA,NA,NA
0.06660094,0.000344842,Oahu,Kunia Camp,7.057804578,0.454054038,793.0441668,9.704,NA,1.200118,0.904684571,0.779046265,86.69369701,1.200118173,8506.625259,132125.8379,4.65895131,2.253437426,0.024835075,25.6622135,33.43791473,38.54071891,0.563299002,1.363508448,7.479732337,7.762247148,3957529.789,NA,NA,NA,NA
0.077800775,0.000404067,Oahu,Kunia Loa/Farmlands,5.672692276,0.45118724,779.3175565,10.7325,NA,1.734196,0.888424713,0.70942809,86.87758785,1.73419585,10419,121087,5.63898847,2.328209765,0.03455425,25.4837595,38.36978131,47.18411552,0.072202166,0.794223827,10.03935119,4.875707841,4638197.354,NA,NA,NA,NA
0.086730991,0.000453637,Kauai,Kokee,1.431074263,0.572421149,1430.284755,2.649411765,NA,2.877815,0.277360738,0.74379838,87.09925869,2.877814762,5293.277499,83761.27602,11.60095345,3.816587484,0.989567531,13.18180208,22.88176607,45.79701609,1.929548631,6.896907768,3.633854049,20.32895755,5182429.569,NA,NA,NA,NA
