"Shape_Leng","Shape_Area","Island","WUI_Riskar","mean_ann_rainfall_mm"
0.130783892241,0.000653064544228,"Kauai","Kekaha",505.277628580729
0.123977324733,0.000748207600915,"Kauai","Waimea",528.508488485258
0.0602081528923,0.000171244456878,"Kauai","Pakala",521.327880859375
0.117363156006,0.000564630189878,"Kauai","Hanapepe",631.226921811311
0.0988422615164,0.000441830045446,"Kauai","Eleele",687.444489577721
0.0618533087382,0.000288867852771,"Kauai","Numila",807.081142030913
0.162158928405,0.00153744170659,"Kauai","Kalaheo",1393.56480201243
0.148419415148,0.000766571105316,"Kauai","Lawai",1685.03776679943
0.106786966403,0.000547695471896,"Kauai","Omao",1739.85342959449
0.126561402347,0.000400597387821,"Kauai","Poipu",870.613138834635
0.168423689558,0.00110157148413,"Kauai","Koloa",1183.55405183432
0.0583440518494,0.000251420381683,"Kauai","Kahili Wai",2456.58623146524
0.0665063620676,0.000196074548534,"Kauai","Niumalu",1065.18583315895
0.10611662199,0.000676507504912,"Kauai","Puhi",1245.91424468069
0.192331326804,0.00117245870815,"Kauai","Lihue",1009.99978903066
0.155618526029,0.000725709527509,"Kauai","Hanamaulu",985.807860901306
0.239637549342,0.00192592731455,"Kauai","Wailua Homestead",1667.99937103029
0.126458849027,0.000727051071257,"Kauai","Wailua House Lots",1187.55681194437
0.0926730979804,0.000372038562675,"Kauai","Waipouli",1004.02211832682
0.0834298183703,0.000336513133276,"Kauai","Kealia",955.954091541803
0.226012729839,0.0021582726991,"Kauai","Kapaa",1447.3235519806
0.0872407837207,0.000450976885345,"Kauai","Anahola",983.139944118924
0.175807683806,0.00109228218993,"Kauai","Papaa",1028.81279392506
0.151040432139,0.0010169735958,"Kauai","Moloaa",1293.66843425694
0.252822585122,0.00167379185782,"Kauai","Kilauea",1702.96489627723
0.23869141592,0.00133984105049,"Kauai","Kalihiwai",1845.49512547907
0.205490257813,0.00110968774411,"Kauai","Princeville",1915.69224330357
0.207824481451,0.000706689803881,"Kauai","Hanalei",2180.36203683538
0.103752506913,0.000537415125135,"Kauai","Lumahai",2289.42586795415
0.097718618963,0.000248399798577,"Kauai","Wainaha-Haena",2197.68810780843
0.0378190355572,8.10048146747e-05,"Oahu","Makua Keeau",488.025063069661
0.166695932574,0.00111082691212,"Oahu","Makaha",560.831263130958
0.158953978976,0.00107215302252,"Oahu","Waiane",487.248094603914
0.204895912032,0.00143306492745,"Oahu","Maili",465.170333916223
0.205018322829,0.00151337072999,"Oahu","Nanakuli",530.532145080566
0.11451053499,0.000681965263624,"Oahu","Honokai/Koolina",442.235575810185
0.148562817256,0.00139881774094,"Oahu","Makakilo",554.285023493027
0.210737935776,0.00155481055208,"Oahu","Kapolei",425.603274240801
0.227797561715,0.00213117889434,"Oahu","Ewa",470.515878996781
0.242256141788,0.00230489046655,"Oahu","Waikele",536.748348814068
0.294585000785,0.00404572398476,"Oahu","Mililani",997.031987075806
0.229456904793,0.00225032661529,"Oahu","Wahiwa",1223.53652056526
0.353106754933,0.0040265224029,"Oahu","Pearl City/Halawa",1028.26120236955
0.584376269182,0.0063680171417,"Oahu","Honolulu",1234.70554734794
0.368271724465,0.00343230214095,"Oahu","East Honolulu Diamond Head",1083.35495787314
0.603908448203,0.00416921566028,"Oahu","East Honolulu Hawaii Kai",812.723938428968
0.254556677533,0.00190463743346,"Oahu","Waimanalo",1054.37601106771
0.320769122344,0.0033417836214,"Oahu","Kailua",1039.66417319558
0.310038668764,0.00248596541003,"Oahu","Kaneohe",1502.11227797682
0.211551687465,0.00174019368512,"Oahu","Kahaluu",1823.33392351473
0.153572603516,0.00068937191646,"Oahu","Waiahole/Waikane",1693.7668218198
0.101772519715,0.000384500749349,"Oahu","Kaaawa",1347.72465756065
0.0225899159889,2.44313309234e-05,"Oahu","Kahana",1840.72698974609
0.138879598729,0.000638052705811,"Oahu","Punaluu",1563.12387180328
0.0819870973793,0.000357567699383,"Oahu","Hauula",1614.33698032924
0.167581969192,0.000725431994816,"Oahu","Laie",1167.0380389536
0.0972323560245,0.000524278705785,"Oahu","Kahuku",910.327275739397
0.0566561450989,0.000233299537817,"Oahu","Kahuku/Marconi",791.734757133152
0.122515224818,0.000378674662565,"Oahu","Kawela",856.203415764703
0.108590943143,0.000477705184228,"Oahu","Sunset Beach",1064.76666259766
0.125844768556,0.000823521348249,"Oahu","Pupukea",1249.39106053482
0.156315145026,0.000609518469511,"Oahu","Waimea",898.416494078555
0.167597307415,0.000876874550342,"Oahu","Haleiwa",704.257131532181
0.0604276238834,0.00013341454745,"Oahu","Haleiwa North",783.810091291155
0.186508840223,0.00102192004921,"Oahu","Waialua",704.174786164393
0.0709421069493,0.000214143098021,"Oahu","Mokuleia",660.304784020712
0.0666009401359,0.000344841757149,"Oahu","Kunia Camp",793.044166782924
0.07780077481,0.000404067381021,"Oahu","Kunia Loa/Farmlands",779.317556527945
0.0867309911475,0.000453637368112,"Kauai","Kokee",1430.28475516183
0.107836352132,0.000574423483286,"Molokai","Kepuhi/Kaluakoi",416.21655053491
0.0876482963794,0.000282925959281,"Molokai","Kaluakoi",353.828491210938
0.0663157915332,0.000340318014032,"Molokai","MaunaLoa",604.890851569898
0.244453250773,0.00237426929914,"Molokai","Hoolehua",598.54969872008
0.0867421855415,0.000471356471092,"Molokai","Naiwa",849.729860367314
0.0967992469929,0.000473695353516,"Molokai","Kalamaula",336.543594852571
0.152768687273,0.000816017700387,"Molokai","Kaunakakai",316.358803316673
0.132101382402,0.000740554988379,"Molokai","Kawela",306.984399022283
0.0591181505304,0.000188414868197,"Molokai","South Kamalo",526.493460404246
0.200095442693,0.000684057518344,"Molokai","South Kamalo/Ulapue",1189.51117514192
0.127495487491,0.000388692374763,"Molokai","South Kamalo/Pauwalu",2092.10017683699
0.106859008576,0.000781798107423,"Lanai","Lanai City",638.260186176915
0.0627211602195,0.000179306086646,"Lanai","Manele",331.874306173886
0.184954767238,0.000900646058678,"Maui","Honokohua",1161.24626290458
0.0712002969634,0.000218285013546,"Maui","Napili",894.370922270275
0.0728476495298,0.000286907234924,"Maui","Kahana",750.379806786253
0.106589219178,0.00039626952273,"Maui","Honokawai",540.096895658053
0.0998310941378,0.000535859795599,"Maui","Kaanapali",401.038590475778
0.103824426967,0.000431279301477,"Maui","Wahikuli",256.668406746604
0.184077763499,0.00102094070377,"Maui","Lahaina",233.239783636414
0.102592728167,0.00067395290631,"Maui","Launiupoko",308.487710639612
0.0563989612658,0.000188461138358,"Maui","Olowalu",258.687412158863
0.0510214046975,9.32071910418e-05,"Maui","Maalaea",321.925734670539
0.327918856891,0.00280756938152,"Maui","Kihei",268.085029670537
0.164380746054,0.000525615944616,"Maui","Makena",327.657750244141
0.0394556469115,9.7418477555e-05,"Maui","Ulupalakua",599.670651084498
0.0526889014361,0.00017219819016,"Maui","Kanaio",622.125194973416
0.0915020137951,0.000391505093723,"Maui","Kipahulu",1842.69829427083
0.0877403296896,0.000297743044599,"Maui","Koali",1675.36521161613
0.0970203005076,0.000408965881903,"Maui","Makaalae",1584.24267276717
0.0614511174496,0.000128280206622,"Maui","Hamoa",1424.52549913194
0.158251688174,0.000788650154482,"Maui","Hana",1556.02041917546
0.118281781828,0.000687199234173,"Maui","Kaeleku",2371.01758979349
0.137160039942,0.000390393733468,"Maui","Upper Nahiku",3580.92189106188
0.0644279070997,0.00026043338708,"Maui","Nahiku",3171.58400430485
0.0599042637535,0.000210171144578,"Maui","Wailua",3402.01697090345
0.0385473979286,8.75089952934e-05,"Hawaii","Puu Waawaa",566.564775254991
0.143359774732,0.00117675133507,"Hawaii","Kohala Estates/Kohala by the sea",208.260774847802
0.0811601681166,0.000409688105812,"Hawaii","Kohala Ranch",409.071139526367
0.0622824785581,0.000220281326529,"Hawaii","Kawaihae Makai",271.369171467233
0.125454902987,0.000706223349037,"Hawaii","Hapuna/Mauna Kea",243.506865474156
0.210652746898,0.00157941335828,"Hawaii","Kawaihae Road Subdivisions",692.064230386313
0.308023343697,0.00380216297114,"Hawaii","Waimea",1033.92641240716
0.0582680942524,0.000188512769263,"Hawaii","Waikokoe Road homes",1887.96669130068
0.0525792716981,0.000112613774945,"Hawaii","Wailea Bay",211.160134748979
0.11683082483,0.000390075694704,"Hawaii","Puako",193.483021921926
0.131685903954,0.000674687826628,"Hawaii","Mauna Lani",196.797846670369
0.0991266405389,0.000421127743228,"Hawaii","Waikoloa",209.022735232399
0.138176023285,0.00134518215096,"Hawaii","Waikoloa Village",271.017811226122
0.110035610157,0.000603352174222,"Hawaii","Waikii",534.827265335342
0.0856882060696,0.000551810173498,"Hawaii","Puu Anahulu",494.855760682304
0.155729076564,0.000951470103383,"Hawaii","Hualalai/Kukio",248.711612150631
0.24430438076,0.0021451513264,"Hawaii","Kalaoa",677.2660472444
0.239271777894,0.00154296497823,"Hawaii","Kaloko",965.108389032083
0.240061312147,0.00208295349367,"Hawaii","Holualoa",1249.85518880991
0.427144125524,0.0039780146977,"Hawaii","Kailua-Kona",907.400410646086
0.188793188704,0.00141449882123,"Hawaii","Keauhou",1197.70656103692
0.117310591926,0.000500164553338,"Hawaii","Kainaliu",1139.18573730469
0.156570780358,0.00090118189172,"Hawaii","Kealakekua",1131.10770636665
0.23511319313,0.00240462261519,"Hawaii","Captain Cook",1088.43822673216
0.122345072792,0.000927650803767,"Hawaii","Honaunau",1079.84807062922
0.128711905364,0.000754495585184,"Hawaii","Honaunau/Papa",935.916472151473
0.243780438681,0.00179552723093,"Hawaii","Honaunau/Papa South",852.960371411894
0.138860646985,0.000835344843738,"Hawaii","Milolii",760.390637510312
0.20162433481,0.00107307682849,"Hawaii","Honomalino",741.419781091078
0.327683390235,0.00414274479143,"Hawaii","Hawaiian Ocean View Estates",638.684846754922
0.257022855363,0.00208042717729,"Hawaii","Rancho Estates",522.387162999805
0.163809062428,0.000774738157924,"Hawaii","Kiolakaa",1198.10942127502
0.0907537573996,0.000394671079859,"Hawaii","South Point Mauka",979.603965201029
0.0628943534572,0.000133594417216,"Hawaii","South Point Makai",806.601928710938
0.153260162941,0.00116651380108,"Hawaii","Discovery Harbor",944.746169776247
0.16153965102,0.00113081106875,"Hawaii","Naalehu",1074.61890136719
0.0354062546274,8.20214469471e-05,"Hawaii","Punalulu",833.514246323529
0.0858755231709,0.000565294198387,"Hawaii","Pahala",987.317273504084
0.0622150823871,0.00028837838953,"Hawaii","Wood Valley",1659.36752263849
0.115880901058,0.000519012808352,"Hawaii","Opihikau/Pohoiki",1962.65873953012
0.0760392188967,0.000404028834434,"Hawaii","Blacksands Subdivisions",2670.41929796007
0.129308034326,0.000791403999766,"Hawaii","Kehena",2322.84675849239
0.0748449921166,0.000401126357313,"Hawaii","N Kahoe Homestead Rd",3188.56460199123
0.39736227684,0.00276621630149,"Hawaii","Leilani Estates/Kaueleau",2986.88416883681
0.179824057182,0.000755127702469,"Hawaii","Leilani Estates/Pohoiki Rd",2769.405302931
0.0998172545056,0.000547579152201,"Hawaii","Railroad Ave/Papaya Farms Rd",2457.38206045968
0.0803791147021,0.00040100553313,"Hawaii","Waa Waa",2449.17295045491
0.126052181956,0.00105334699107,"Hawaii","Nanawale",3164.45075284518
0.160825810249,0.00148093578443,"Hawaii","Pahoa",3253.77045715747
0.193014217188,0.00152782109401,"Hawaii","Hawaiian Beaches",2963.47560314204
0.108508329129,0.000493219575346,"Hawaii","Makuu",3144.6331114477
0.152473923687,0.00134020617498,"Hawaii","Ainaloa",3355.26462540537
0.278087346179,0.00416395410953,"Hawaii","Paradise Park",2896.24744351163
0.469616019631,0.00757088169934,"Hawaii","Kurtistown",3627.80130177931
0.453410855514,0.0081624063738,"Hawaii","Mountain View",4193.94486362071
0.571980165841,0.00617260577753,"Hawaii","Glenwood",4328.69586071033
0.258878927796,0.00244675247143,"Hawaii","Volcano Village",2698.56843554284
0.104401544533,0.000695180343253,"Hawaii","Volcano CC",1924.33649309944
0.174268596565,0.000825965699764,"Hawaii","Keaau",3166.68080185966
0.808424703983,0.0111142336384,"Hawaii","Hilo",3749.97424255176
0.154359709275,0.000848156079413,"Hawaii","Wainaku/Kaiwiki Makai",3416.53194124153
0.123510721866,0.00084624224318,"Hawaii","Wainaku/Kaiwiki Mauka",4647.98170381434
0.217157664582,0.00156766503907,"Hawaii","Papaikou",3577.09158168695
0.139824353223,0.00101781539491,"Hawaii","Pepeekeo",3374.44768775978
0.201259446462,0.00181423810218,"Hawaii","Honomu",3962.66200668632
0.154686258375,0.00118365182811,"Hawaii","Hakalau",3924.13733800798
0.0639571576354,0.000257827491824,"Hawaii","Kamaee Rd",4504.23776424632
0.0991352368024,0.000412581225381,"Hawaii","Umauma",3285.65687994309
0.187748829064,0.00116025307871,"Hawaii","Ninole",3621.80771570038
0.191586290376,0.00172140517061,"Hawaii","Laupahoehoe",3569.29844539867
0.089736740524,0.00037261781373,"Hawaii","Waipunalei",3122.40567142016
0.0696138491052,0.000298271073431,"Hawaii","Ookala",3038.40316877694
0.130498863492,0.000834903961865,"Hawaii","Paauilo",2530.72523800056
0.272899477676,0.00202615324472,"Hawaii","Paauilo/Kaumoali Gulch",2364.62002912683
0.162103478117,0.000932390173563,"Hawaii","Kalopa",2354.7375169837
0.0900255732425,0.000412471409598,"Hawaii","Paauhau",1970.36956935976
0.153828024664,0.00133130551297,"Hawaii","Ahualoa",2162.64688098835
0.185944372249,0.00132330480318,"Hawaii","Honokaa",2076.74895401583
0.0755896327472,0.000411205713282,"Hawaii","Kapulena",1872.46802346103
0.0939258831124,0.000504841187287,"Hawaii","Kukuihaele",1984.39462459789
0.230284453683,0.00158154613821,"Hawaii","Kapaau",1312.31167883495
0.297617792734,0.00296513798942,"Hawaii","Hawi",970.38578305002
0.061975541591,0.000240422992756,"Maui","Kailua",2894.5709825881
0.13328431548,0.000585662004843,"Maui","Huelo",2453.80483461038
0.401097661783,0.00517333307053,"Maui","Haiku",1779.51845862139
0.120852744291,0.00086225968066,"Maui","Hailiimaile",1031.26991816292
0.101224458768,0.000593942835973,"Maui","Makawao",887.474259198722
0.17201098678,0.000809132998142,"Maui","Piiholo",1861.27903123772
0.155844121216,0.000851447710665,"Maui","Olinda",1293.55829496162
0.120970185,0.000845583533166,"Maui","Pukalani",626.333126553622
0.092846459424,0.000468572089737,"Maui","Kula 200",763.17213602269
0.257180570982,0.00231156909946,"Maui","Waiakoa",487.281731953631
0.165028363099,0.00113775031377,"Maui","Lower Kula",602.501575261896
0.172741705193,0.00103180040486,"Maui","Upper Kula",661.933968338312
0.176572867555,0.00159606777544,"Maui","Wahikuli-Keokeo Homesteads",650.40512884463
0.100286415544,0.00049348893808,"Maui","Kula Hawaiian Homesteads",678.568858038519
0.058360793804,0.000183484346,"Maui","Kuau",792.898251095334
0.0984777990306,0.000544187048522,"Maui","Paia",717.766952237216
0.104018323538,0.000411640534911,"Maui","Spreckelsville",479.79381043234
0.183789821245,0.0015728535697,"Maui","Kahului",418.92521080604
0.1737913529,0.00108063440082,"Maui","Wailuku",827.592671088453
0.102840164045,0.000624118559272,"Maui","Waikapu",603.418580078125
0.0891329509352,0.00044709563341,"Maui","Wailuku Heights",1198.15110727374
0.0564465282006,0.000142700194667,"Maui","Waiehu",668.71821492513
0.084871239032,0.000439999849105,"Maui","Waiehu Camp",903.841694192325
0.0634574260811,0.000170017506234,"Maui","Waihee",615.44131192294
0.112615438245,0.000542203721981,"Maui","Camp Maluhia",820.472968401228
0.13058360429,0.000784751790904,"Maui","Waiolai Gulch/Kahakuloa",983.719835244456
0.0663564791547,0.000225498458377,"Maui","Kahakuloa",814.594708110011
