"Shape_Leng","Shape_Area","Island","WUI_Riskar","avg_weeks_any_drought","avg_weeks_sev_drought"
0.130783892241,0.000653064544228,"Kauai","Kekaha",10,0.646153846153846
0.123977324733,0.000748207600915,"Kauai","Waimea",11.184,0.7
0.0602081528923,0.000171244456878,"Kauai","Pakala",1.91,0.12
0.117363156006,0.000564630189878,"Kauai","Hanapepe",15.295,0.806666666666667
0.0988422615164,0.000441830045446,"Kauai","Eleele",13.46,0.793333333333333
0.0618533087382,0.000288867852771,"Kauai","Numila",10.9236363636364,0.694545454545454
0.162158928405,0.00153744170659,"Kauai","Kalaheo",11.9724590163934,0.109508196721311
0.148419415148,0.000766571105316,"Kauai","Lawai",11.4875,0.06125
0.106786966403,0.000547695471896,"Kauai","Omao",11.3828571428571,0.154285714285714
0.126561402347,0.000400597387821,"Kauai","Poipu",7.96705882352941,0.44
0.168423689558,0.00110157148413,"Kauai","Koloa",11.9339534883721,0.56
0.0583440518494,0.000251420381683,"Kauai","Kahili Wai",7.796,0
0.0665063620676,0.000196074548534,"Kauai","Niumalu",9.07,0.32
0.10611662199,0.000676507504912,"Kauai","Puhi",8.86285714285714,0.32
0.192331326804,0.00117245870815,"Kauai","Lihue",8.4868085106383,0.32
0.155618526029,0.000725709527509,"Kauai","Hanamaulu",7.63586206896552,0.32
0.239637549342,0.00192592731455,"Kauai","Wailua Homestead",5.23315789473684,0
0.126458849027,0.000727051071257,"Kauai","Wailua House Lots",6.88645161290323,0
0.0926730979804,0.000372038562675,"Kauai","Waipouli",7.33142857142857,0
0.0834298183703,0.000336513133276,"Kauai","Kealia",7.38769230769231,0
0.226012729839,0.0021582726991,"Kauai","Kapaa",6.41302325581395,0
0.0872407837207,0.000450976885345,"Kauai","Anahola",6.33882352941177,0
0.175807683806,0.00109228218993,"Kauai","Papaa",5.25809523809524,0
0.151040432139,0.0010169735958,"Kauai","Moloaa",4.09238095238095,0
0.252822585122,0.00167379185782,"Kauai","Kilauea",3.560625,0
0.23869141592,0.00133984105049,"Kauai","Kalihiwai",2.96962962962963,0
0.205490257813,0.00110968774411,"Kauai","Princeville",2.44622222222222,0
0.207824481451,0.000706689803881,"Kauai","Hanalei",2.47571428571429,0
0.103752506913,0.000537415125135,"Kauai","Lumahai",1.86181818181818,0
0.097718618963,0.000248399798577,"Kauai","Wainaha-Haena",1.63333333333333,0
0.0378190355572,8.10048146747e-05,"Oahu","Makua Keeau",0,0
0.166695932574,0.00111082691212,"Oahu","Makaha",12.1513043478261,0.256521739130435
0.158953978976,0.00107215302252,"Oahu","Waiane",12.9895238095238,0.197142857142857
0.204895912032,0.00143306492745,"Oahu","Maili",12.5333333333333,0.192
0.205018322829,0.00151337072999,"Oahu","Nanakuli",11.8187096774194,0.225806451612903
0.11451053499,0.000681965263624,"Oahu","Honokai/Koolina",8.17538461538461,0.18
0.148562817256,0.00139881774094,"Oahu","Makakilo",15.755,0.19
0.210737935776,0.00155481055208,"Oahu","Kapolei",16.0273333333333,0.213333333333333
0.227797561715,0.00213117889434,"Oahu","Ewa",14.1566666666667,0.0914285714285715
0.242256141788,0.00230489046655,"Oahu","Waikele",10.728,0.00673684210526316
0.294585000785,0.00404572398476,"Oahu","Mililani",7.6379746835443,0
0.229456904793,0.00225032661529,"Oahu","Wahiwa",5.92681818181818,0
0.353106754933,0.0040265224029,"Oahu","Pearl City/Halawa",6.59023809523809,0
0.584376269182,0.0063680171417,"Oahu","Honolulu",8.81976833976834,0.0441698841698842
0.368271724465,0.00343230214095,"Oahu","East Honolulu Diamond Head",9.58306569343066,1.03211678832117
0.603908448203,0.00416921566028,"Oahu","East Honolulu Hawaii Kai",9.60024096385542,1.56096385542168
0.254556677533,0.00190463743346,"Oahu","Waimanalo",9.0195,1.354
0.320769122344,0.0033417836214,"Oahu","Kailua",7.37740458015268,0.626564885496184
0.310038668764,0.00248596541003,"Oahu","Kaneohe",4.69833333333333,0
0.211551687465,0.00174019368512,"Oahu","Kahaluu",3.35830985915493,0
0.153572603516,0.00068937191646,"Oahu","Waiahole/Waikane",3.14222222222222,0
0.101772519715,0.000384500749349,"Oahu","Kaaawa",3.18133333333333,0
0.0225899159889,2.44313309234e-05,"Oahu","Kahana",3.24,0
0.138879598729,0.000638052705811,"Oahu","Punaluu",3.37833333333333,0
0.0819870973793,0.000357567699383,"Oahu","Hauula",3.64857142857143,0
0.167581969192,0.000725431994816,"Oahu","Laie",4.30142857142857,0
0.0972323560245,0.000524278705785,"Oahu","Kahuku",4.91157894736842,0
0.0566561450989,0.000233299537817,"Oahu","Kahuku/Marconi",5.2,0
0.122515224818,0.000378674662565,"Oahu","Kawela",3.88,0
0.108590943143,0.000477705184228,"Oahu","Sunset Beach",2.07,0
0.125844768556,0.000823521348249,"Oahu","Pupukea",3.84777777777778,0
0.156315145026,0.000609518469511,"Oahu","Waimea",3.8504347826087,0
0.167597307415,0.000876874550342,"Oahu","Haleiwa",6.43135135135135,0
0.0604276238834,0.00013341454745,"Oahu","Haleiwa North",7.76666666666667,0
0.186508840223,0.00102192004921,"Oahu","Waialua",8.36761904761905,0
0.0709421069493,0.000214143098021,"Oahu","Mokuleia",9.725,0
0.0666009401359,0.000344841757149,"Oahu","Kunia Camp",9.704,0
0.07780077481,0.000404067381021,"Oahu","Kunia Loa/Farmlands",10.7325,0
0.0867309911475,0.000453637368112,"Kauai","Kokee",2.64941176470588,0
0.107836352132,0.000574423483286,"Molokai","Kepuhi/Kaluakoi",24.5408,6.1728
0.0876482963794,0.000282925959281,"Molokai","Kaluakoi",28.4833333333333,7.54666666666667
0.0663157915332,0.000340318014032,"Molokai","MaunaLoa",31.088,8.58666666666667
0.244453250773,0.00237426929914,"Molokai","Hoolehua",32.1236734693877,5.22693877551021
0.0867421855415,0.000471356471092,"Molokai","Naiwa",26.926,2.864
0.0967992469929,0.000473695353516,"Molokai","Kalamaula",18.1010526315789,2.88631578947368
0.152768687273,0.000816017700387,"Molokai","Kaunakakai",20.449696969697,3.01212121212121
0.132101382402,0.000740554988379,"Molokai","Kawela",16.3773333333333,2.11466666666667
0.0591181505304,0.000188414868197,"Molokai","South Kamalo",11.49,1.68
0.200095442693,0.000684057518344,"Molokai","South Kamalo/Ulapue",7.46758620689655,0.691034482758621
0.127495487491,0.000388692374763,"Molokai","South Kamalo/Pauwalu",6.328,0.6
0.106859008576,0.000781798107423,"Lanai","Lanai City",20.96125,0.8
0.0627211602195,0.000179306086646,"Lanai","Manele",22.08,2.41777777777778
0.184954767238,0.000900646058678,"Maui","Honokohua",15.3372972972973,0.0356756756756757
0.0712002969634,0.000218285013546,"Maui","Napili",11.94,0.032
0.0728476495298,0.000286907234924,"Maui","Kahana",19.3854545454545,0.327272727272727
0.106589219178,0.00039626952273,"Maui","Honokawai",17.5011764705882,1.52235294117647
0.0998310941378,0.000535859795599,"Maui","Kaanapali",17.8690909090909,1.54545454545455
0.103824426967,0.000431279301477,"Maui","Wahikuli",18.635,1.625
0.184077763499,0.00102094070377,"Maui","Lahaina",23.2965853658537,1.9609756097561
0.102592728167,0.00067395290631,"Maui","Launiupoko",21.9923076923077,1.83230769230769
0.0563989612658,0.000188461138358,"Maui","Olowalu",25.6133333333333,2.96
0.0510214046975,9.32071910418e-05,"Maui","Maalaea",30.57,6.27
0.327918856891,0.00280756938152,"Maui","Kihei",27.6879279279279,8.87387387387387
0.164380746054,0.000525615944616,"Maui","Makena",24.1704347826087,7.71130434782609
0.0394556469115,9.7418477555e-05,"Maui","Ulupalakua",32.05,8.81
0.0526889014361,0.00017219819016,"Maui","Kanaio",29.745,5.55
0.0915020137951,0.000391505093723,"Maui","Kipahulu",6.3575,0.21
0.0877403296896,0.000297743044599,"Maui","Koali",4.6,0.216
0.0970203005076,0.000408965881903,"Maui","Makaalae",4.19764705882353,0.0988235294117647
0.0614511174496,0.000128280206622,"Maui","Hamoa",3.128,0
0.158251688174,0.000788650154482,"Maui","Hana",3.012,0
0.118281781828,0.000687199234173,"Maui","Kaeleku",2.96,0
0.137160039942,0.000390393733468,"Maui","Upper Nahiku",3.125,0.165
0.0644279070997,0.00026043338708,"Maui","Nahiku",3.48,0.24
0.0599042637535,0.000210171144578,"Maui","Wailua",3.62857142857143,0.24
0.0385473979286,8.75089952934e-05,"Hawaii","Puu Waawaa",24.26,2.68
0.143359774732,0.00117675133507,"Hawaii","Kohala Estates/Kohala by the sea",24.949387755102,4.07102040816326
0.0811601681166,0.000409688105812,"Hawaii","Kohala Ranch",28.328,3.704
0.0622824785581,0.000220281326529,"Hawaii","Kawaihae Makai",32.6488888888889,8.96444444444445
0.125454902987,0.000706223349037,"Hawaii","Hapuna/Mauna Kea",31.3944827586207,8.72689655172414
0.210652746898,0.00157941335828,"Hawaii","Kawaihae Road Subdivisions",28.56125,5.983125
0.308023343697,0.00380216297114,"Hawaii","Waimea",22.1419867549669,1.1994701986755
0.0582680942524,0.000188512769263,"Hawaii","Waikokoe Road homes",13.7422222222222,0.8
0.0525792716981,0.000112613774945,"Hawaii","Wailea Bay",32.22,8.98
0.11683082483,0.000390075694704,"Hawaii","Puako",29.1706666666667,8.23733333333333
0.131685903954,0.000674687826628,"Hawaii","Mauna Lani",28.5931034482759,7.41241379310345
0.0991266405389,0.000421127743228,"Hawaii","Waikoloa",25.135,5.9825
0.138176023285,0.00134518215096,"Hawaii","Waikoloa Village",30.7725925925926,8.84962962962963
0.110035610157,0.000603352174222,"Hawaii","Waikii",28.2107692307692,6.42
0.0856882060696,0.000551810173498,"Hawaii","Puu Anahulu",24.8017391304348,2.76347826086956
0.155729076564,0.000951470103383,"Hawaii","Hualalai/Kukio",17.225641025641,2.15794871794872
0.24430438076,0.0021451513264,"Hawaii","Kalaoa",16.3717647058824,0.694588235294118
0.239271777894,0.00154296497823,"Hawaii","Kaloko",17.1567741935484,0.932903225806451
0.240061312147,0.00208295349367,"Hawaii","Holualoa",15.8544578313253,0.386506024096386
0.427144125524,0.0039780146977,"Hawaii","Kailua-Kona",13.6435,0.1895
0.188793188704,0.00141449882123,"Hawaii","Keauhou",14.1382456140351,0.167719298245614
0.117310591926,0.000500164553338,"Hawaii","Kainaliu",13.672380952381,0.165714285714286
0.156570780358,0.00090118189172,"Hawaii","Kealakekua",13.4443243243243,0.17945945945946
0.23511319313,0.00240462261519,"Hawaii","Captain Cook",13.1286021505376,0.193548387096774
0.122345072792,0.000927650803767,"Hawaii","Honaunau",13.7292307692308,0.251282051282051
0.128711905364,0.000754495585184,"Hawaii","Honaunau/Papa",14.0868965517241,0.24
0.243780438681,0.00179552723093,"Hawaii","Honaunau/Papa South",16.5571830985915,0.727323943661972
0.138860646985,0.000835344843738,"Hawaii","Milolii",20.5897142857143,1.51542857142857
0.20162433481,0.00107307682849,"Hawaii","Honomalino",18.2716279069767,1.34418604651163
0.327683390235,0.00414274479143,"Hawaii","Hawaiian Ocean View Estates",22.7939759036145,1.87253012048193
0.257022855363,0.00208042717729,"Hawaii","Rancho Estates",22.61,2.15619047619048
0.163809062428,0.000774738157924,"Hawaii","Kiolakaa",22.832,2.008
0.0907537573996,0.000394671079859,"Hawaii","South Point Mauka",23.5413333333333,2.26933333333333
0.0628943534572,0.000133594417216,"Hawaii","South Point Makai",25.6,3.536
0.153260162941,0.00116651380108,"Hawaii","Discovery Harbor",25.1530434782609,3.19739130434783
0.16153965102,0.00113081106875,"Hawaii","Naalehu",25.1510204081633,3.12326530612245
0.0354062546274,8.20214469471e-05,"Hawaii","Punalulu",23.1866666666667,1.62666666666667
0.0858755231709,0.000565294198387,"Hawaii","Pahala",17.8163636363636,0.305454545454545
0.0622150823871,0.00028837838953,"Hawaii","Wood Valley",17.3415384615385,0.387692307692308
0.115880901058,0.000519012808352,"Hawaii","Opihikau/Pohoiki",6.462,0
0.0760392188967,0.000404028834434,"Hawaii","Blacksands Subdivisions",6.4,0
0.129308034326,0.000791403999766,"Hawaii","Kehena",6.31483870967742,0
0.0748449921166,0.000401126357313,"Hawaii","N Kahoe Homestead Rd",6.16,0
0.39736227684,0.00276621630149,"Hawaii","Leilani Estates/Kaueleau",6.05,0
0.179824057182,0.000755127702469,"Hawaii","Leilani Estates/Pohoiki Rd",6.13714285714286,0
0.0998172545056,0.000547579152201,"Hawaii","Railroad Ave/Papaya Farms Rd",5.77454545454546,0
0.0803791147021,0.00040100553313,"Hawaii","Waa Waa",5.76,0
0.126052181956,0.00105334699107,"Hawaii","Nanawale",5.824,0
0.160825810249,0.00148093578443,"Hawaii","Pahoa",5.88666666666667,0
0.193014217188,0.00152782109401,"Hawaii","Hawaiian Beaches",5.76,0
0.108508329129,0.000493219575346,"Hawaii","Makuu",5.76,0
0.152473923687,0.00134020617498,"Hawaii","Ainaloa",5.76615384615384,0
0.278087346179,0.00416395410953,"Hawaii","Paradise Park",5.71550295857988,0
0.469616019631,0.00757088169934,"Hawaii","Kurtistown",5.74326797385621,0
0.453410855514,0.0081624063738,"Hawaii","Mountain View",6.25619631901842,0
0.571980165841,0.00617260577753,"Hawaii","Glenwood",7.76112903225806,0
0.258878927796,0.00244675247143,"Hawaii","Volcano Village",9.9175,0
0.104401544533,0.000695180343253,"Hawaii","Volcano CC",10.5028571428571,0
0.174268596565,0.000825965699764,"Hawaii","Keaau",5.57,0
0.808424703983,0.0111142336384,"Hawaii","Hilo",5.63588366890377,0
0.154359709275,0.000848156079413,"Hawaii","Wainaku/Kaiwiki Makai",5.52444444444444,0
0.123510721866,0.00084624224318,"Hawaii","Wainaku/Kaiwiki Mauka",5.52,0
0.217157664582,0.00156766503907,"Hawaii","Papaikou",5.52,0
0.139824353223,0.00101781539491,"Hawaii","Pepeekeo",5.52,0
0.201259446462,0.00181423810218,"Hawaii","Honomu",5.6630985915493,0
0.154686258375,0.00118365182811,"Hawaii","Hakalau",6.09083333333334,0
0.0639571576354,0.000257827491824,"Hawaii","Kamaee Rd",6.648,0
0.0991352368024,0.000412581225381,"Hawaii","Umauma",6.64705882352941,0
0.187748829064,0.00116025307871,"Hawaii","Ninole",7.36083333333333,0
0.191586290376,0.00172140517061,"Hawaii","Laupahoehoe",8.18746268656717,0
0.089736740524,0.00037261781373,"Hawaii","Waipunalei",9.08571428571429,0
0.0696138491052,0.000298271073431,"Hawaii","Ookala",9.47272727272727,0
0.130498863492,0.000834903961865,"Hawaii","Paauilo",9.80588235294118,0
0.272899477676,0.00202615324472,"Hawaii","Paauilo/Kaumoali Gulch",10.5101234567901,0
0.162103478117,0.000932390173563,"Hawaii","Kalopa",10.2313513513513,0
0.0900255732425,0.000412471409598,"Hawaii","Paauhau",10.1225,0
0.153828024664,0.00133130551297,"Hawaii","Ahualoa",10.9909433962264,0
0.185944372249,0.00132330480318,"Hawaii","Honokaa",10.1792592592593,0
0.0755896327472,0.000411205713282,"Hawaii","Kapulena",9.38666666666667,0
0.0939258831124,0.000504841187287,"Hawaii","Kukuihaele",8.184,0
0.230284453683,0.00158154613821,"Hawaii","Kapaau",14.3232258064516,1.10645161290323
0.297617792734,0.00296513798942,"Hawaii","Hawi",19.3873333333333,3.01466666666666
0.061975541591,0.000240422992756,"Maui","Kailua",5.648,0.24
0.13328431548,0.000585662004843,"Maui","Huelo",5.47538461538461,0.230769230769231
0.401097661783,0.00517333307053,"Maui","Haiku",9.97971291866029,0.238851674641149
0.120852744291,0.00086225968066,"Maui","Hailiimaile",14.672,0.486857142857143
0.101224458768,0.000593942835973,"Maui","Makawao",16.3566666666667,0.465
0.17201098678,0.000809132998142,"Maui","Piiholo",13.5903448275862,0.24
0.155844121216,0.000851447710665,"Maui","Olinda",15.6230303030303,0.265454545454546
0.120970185,0.000845583533166,"Maui","Pukalani",18.3371428571429,1.09485714285714
0.092846459424,0.000468572089737,"Maui","Kula 200",19.3933333333333,0.84
0.257180570982,0.00231156909946,"Maui","Waiakoa",25.995652173913,1.27086956521739
0.165028363099,0.00113775031377,"Maui","Lower Kula",25.2363636363636,1.11636363636364
0.172741705193,0.00103180040486,"Maui","Upper Kula",24.6956097560976,1.12195121951219
0.176572867555,0.00159606777544,"Maui","Wahikuli-Keokeo Homesteads",29.9149206349206,1.70793650793651
0.100286415544,0.00049348893808,"Maui","Kula Hawaiian Homesteads",31.84,5.09333333333333
0.058360793804,0.000183484346,"Maui","Kuau",8.68666666666667,0.693333333333333
0.0984777990306,0.000544187048522,"Maui","Paia",14.6076190476191,1.09714285714286
0.104018323538,0.000411640534911,"Maui","Spreckelsville",11.5623529411765,1.28
0.183789821245,0.0015728535697,"Maui","Kahului",19.6952380952381,2.53269841269841
0.1737913529,0.00108063440082,"Maui","Wailuku",17.4619047619048,0.992380952380953
0.102840164045,0.000624118559272,"Maui","Waikapu",24.335,1.20166666666667
0.0891329509352,0.00044709563341,"Maui","Wailuku Heights",20.214,1.004
0.0564465282006,0.000142700194667,"Maui","Waiehu",15.85,0.92
0.084871239032,0.000439999849105,"Maui","Waiehu Camp",14.4,0.92
0.0634574260811,0.000170017506234,"Maui","Waihee",14.8,0.92
0.112615438245,0.000542203721981,"Maui","Camp Maluhia",13.1872727272727,0.658181818181818
0.13058360429,0.000784751790904,"Maui","Waiolai Gulch/Kahakuloa",12.7757575757576,0.272727272727273
0.0663564791547,0.000225498458377,"Maui","Kahakuloa",12.584,0.24
